,ori,data_year,offense,state_abbr,cleared,actual
282,VA0210100,2018,larceny,VA,1242,4550
283,VA0210100,2018,motor-vehicle-theft,VA,97,346
284,VA0210100,2018,property-crime,VA,1488,5690
285,VA0210100,2018,rape,VA,54,109
286,VA0210100,2018,robbery,VA,66,139
287,VA0210100,2018,violent-crime,VA,297,517
288,VA0210100,2019,human-trafficing,VA,0,0
289,VA0210100,2019,motor-vehicle-theft,VA,79,312
290,VA0210100,2019,larceny,VA,1364,4887
291,VA0210100,2019,property-crime,VA,1557,5841
292,VA0210100,2019,rape,VA,64,115
293,VA0210100,2019,rape-legacy,VA,43,82
294,VA0210100,2019,robbery,VA,59,146
295,VA0210100,2019,violent-crime,VA,316,540
296,VA0210100,2019,aggravated-assault,VA,140,185
297,VA0210100,2019,arson,VA,10,30
298,VA0210100,2019,burglary,VA,114,642
299,VA0210100,2019,homicide,VA,10,12
0,VA0430100,1995,aggravated-assault,VA,210,264
1,VA0430100,1995,burglary,VA,349,1618
2,VA0430100,1995,homicide,VA,10,15
3,VA0430100,1995,robbery,VA,67,198
4,VA0430100,1995,human-trafficing,VA,0,0
5,VA0430100,1995,rape-legacy,VA,48,55
6,VA0430100,1995,rape,VA,0,0
7,VA0430100,1995,property-crime,VA,2278,8960
8,VA0430100,1995,motor-vehicle-theft,VA,119,549
9,VA0430100,1995,larceny,VA,1810,6793
10,VA0430100,1995,arson,VA,44,97
11,VA0430100,1995,violent-crime,VA,335,532
12,VA0430100,1996,rape,VA,0,0
13,VA0430100,1996,human-trafficing,VA,0,0
14,VA0430100,1996,homicide,VA,9,17
15,VA0430100,1996,burglary,VA,294,1643
16,VA0430100,1996,arson,VA,38,87
17,VA0430100,1996,aggravated-assault,VA,205,257
18,VA0430100,1996,property-crime,VA,2327,10140
19,VA0430100,1996,rape-legacy,VA,35,43
20,VA0430100,1996,robbery,VA,64,234
21,VA0430100,1996,violent-crime,VA,313,551
22,VA0430100,1996,motor-vehicle-theft,VA,86,603
23,VA0430100,1996,larceny,VA,1947,7894
24,VA0430100,1997,rape-legacy,VA,39,52
25,VA0430100,1997,aggravated-assault,VA,189,249
26,VA0430100,1997,arson,VA,44,89
27,VA0430100,1997,burglary,VA,321,1857
28,VA0430100,1997,homicide,VA,17,22
29,VA0430100,1997,human-trafficing,VA,0,0
30,VA0430100,1997,larceny,VA,1894,8403
31,VA0430100,1997,motor-vehicle-theft,VA,95,750
32,VA0430100,1997,property-crime,VA,2310,11010
33,VA0430100,1997,rape,VA,0,0
34,VA0430100,1997,robbery,VA,81,321
35,VA0430100,1997,violent-crime,VA,326,644
36,VA0430100,1998,violent-crime,VA,321,588
37,VA0430100,1998,arson,VA,42,108
38,VA0430100,1998,burglary,VA,328,1795
39,VA0430100,1998,homicide,VA,16,20
40,VA0430100,1998,human-trafficing,VA,0,0
41,VA0430100,1998,larceny,VA,2056,8001
42,VA0430100,1998,motor-vehicle-theft,VA,87,707
43,VA0430100,1998,aggravated-assault,VA,179,243
44,VA0430100,1998,rape,VA,0,0
45,VA0430100,1998,robbery,VA,100,287
46,VA0430100,1998,rape-legacy,VA,26,38
47,VA0430100,1998,property-crime,VA,2471,10503
48,VA0430100,1999,motor-vehicle-theft,VA,156,767
49,VA0430100,1999,property-crime,VA,2302,11267
50,VA0430100,1999,rape,VA,0,0
51,VA0430100,1999,rape-legacy,VA,25,51
52,VA0430100,1999,robbery,VA,63,242
53,VA0430100,1999,violent-crime,VA,322,638
54,VA0430100,1999,aggravated-assault,VA,228,332
55,VA0430100,1999,arson,VA,30,98
56,VA0430100,1999,burglary,VA,311,1573
57,VA0430100,1999,homicide,VA,6,13
58,VA0430100,1999,human-trafficing,VA,0,0
59,VA0430100,1999,larceny,VA,1835,8927
60,VA0430100,2000,aggravated-assault,VA,198,302
61,VA0430100,2000,violent-crime,VA,308,588
62,VA0430100,2000,robbery,VA,89,241
63,VA0430100,2000,rape-legacy,VA,14,35
64,VA0430100,2000,rape,VA,0,0
65,VA0430100,2000,property-crime,VA,1889,10420
66,VA0430100,2000,motor-vehicle-theft,VA,140,755
67,VA0430100,2000,larceny,VA,1503,8224
68,VA0430100,2000,human-trafficing,VA,0,0
69,VA0430100,2000,homicide,VA,7,10
70,VA0430100,2000,burglary,VA,246,1441
71,VA0430100,2000,arson,VA,0,0
72,VA0430100,2001,aggravated-assault,VA,172,321
73,VA0430100,2001,larceny,VA,1384,8366
74,VA0430100,2001,motor-vehicle-theft,VA,134,831
75,VA0430100,2001,property-crime,VA,1688,10613
76,VA0430100,2001,rape,VA,0,0
77,VA0430100,2001,rape-legacy,VA,20,37
78,VA0430100,2001,robbery,VA,65,280
79,VA0430100,2001,violent-crime,VA,264,652
80,VA0430100,2001,human-trafficing,VA,0,0
81,VA0430100,2001,homicide,VA,7,14
82,VA0430100,2001,burglary,VA,170,1416
83,VA0430100,2001,arson,VA,43,180
84,VA0430100,2002,arson,VA,50,145
85,VA0430100,2002,larceny,VA,1571,8143
86,VA0430100,2002,motor-vehicle-theft,VA,168,774
87,VA0430100,2002,property-crime,VA,1947,10319
88,VA0430100,2002,rape,VA,0,0
89,VA0430100,2002,rape-legacy,VA,17,31
90,VA0430100,2002,robbery,VA,57,272
91,VA0430100,2002,violent-crime,VA,247,592
92,VA0430100,2002,human-trafficing,VA,0,0
93,VA0430100,2002,homicide,VA,5,9
94,VA0430100,2002,burglary,VA,208,1402
95,VA0430100,2002,aggravated-assault,VA,168,280
96,VA0430100,2003,violent-crime,VA,299,643
97,VA0430100,2003,robbery,VA,82,326
98,VA0430100,2003,rape-legacy,VA,15,31
99,VA0430100,2003,human-trafficing,VA,0,0
100,VA0430100,2003,aggravated-assault,VA,187,265
101,VA0430100,2003,arson,VA,18,116
102,VA0430100,2003,burglary,VA,210,1542
103,VA0430100,2003,homicide,VA,15,21
104,VA0430100,2003,rape,VA,0,0
105,VA0430100,2003,property-crime,VA,1763,10402
106,VA0430100,2003,motor-vehicle-theft,VA,120,737
107,VA0430100,2003,larceny,VA,1433,8123
108,VA0430100,2004,property-crime,VA,1973,10750
109,VA0430100,2004,rape,VA,0,0
110,VA0430100,2004,rape-legacy,VA,13,28
111,VA0430100,2004,robbery,VA,79,291
112,VA0430100,2004,violent-crime,VA,343,662
113,VA0430100,2004,human-trafficing,VA,0,0
114,VA0430100,2004,larceny,VA,1578,8363
115,VA0430100,2004,motor-vehicle-theft,VA,136,762
116,VA0430100,2004,arson,VA,31,112
117,VA0430100,2004,burglary,VA,259,1625
118,VA0430100,2004,homicide,VA,13,17
119,VA0430100,2004,aggravated-assault,VA,238,326
120,VA0430100,2005,rape-legacy,VA,18,36
121,VA0430100,2005,robbery,VA,89,277
122,VA0430100,2005,violent-crime,VA,320,631
123,VA0430100,2005,homicide,VA,6,12
124,VA0430100,2005,human-trafficing,VA,0,0
125,VA0430100,2005,larceny,VA,1539,7533
126,VA0430100,2005,burglary,VA,239,1321
127,VA0430100,2005,arson,VA,34,83
128,VA0430100,2005,motor-vehicle-theft,VA,100,629
129,VA0430100,2005,aggravated-assault,VA,207,306
130,VA0430100,2005,property-crime,VA,1878,9483
131,VA0430100,2005,rape,VA,0,0
132,VA0430100,2006,motor-vehicle-theft,VA,75,573
133,VA0430100,2006,aggravated-assault,VA,157,226
134,VA0430100,2006,arson,VA,31,94
135,VA0430100,2006,burglary,VA,296,1431
136,VA0430100,2006,homicide,VA,6,9
137,VA0430100,2006,human-trafficing,VA,0,0
138,VA0430100,2006,larceny,VA,1312,6597
139,VA0430100,2006,violent-crime,VA,277,579
140,VA0430100,2006,robbery,VA,93,303
141,VA0430100,2006,rape-legacy,VA,21,41
142,VA0430100,2006,rape,VA,0,0
143,VA0430100,2006,property-crime,VA,1683,8601
144,VA0430100,2007,violent-crime,VA,240,571
145,VA0430100,2007,homicide,VA,5,15
146,VA0430100,2007,larceny,VA,1485,6726
147,VA0430100,2007,motor-vehicle-theft,VA,80,537
148,VA0430100,2007,property-crime,VA,1810,8630
149,VA0430100,2007,rape,VA,0,0
150,VA0430100,2007,rape-legacy,VA,20,32
151,VA0430100,2007,burglary,VA,245,1367
152,VA0430100,2007,arson,VA,33,123
153,VA0430100,2007,aggravated-assault,VA,104,191
154,VA0430100,2007,robbery,VA,111,333
155,VA0430100,2007,human-trafficing,VA,0,0
156,VA0430100,2008,robbery,VA,139,329
157,VA0430100,2008,rape,VA,0,0
158,VA0430100,2008,violent-crime,VA,331,585
159,VA0430100,2008,rape-legacy,VA,31,34
160,VA0430100,2008,property-crime,VA,2361,9124
161,VA0430100,2008,aggravated-assault,VA,146,205
162,VA0430100,2008,arson,VA,25,95
163,VA0430100,2008,burglary,VA,345,1499
164,VA0430100,2008,larceny,VA,1901,7054
165,VA0430100,2008,human-trafficing,VA,0,0
166,VA0430100,2008,homicide,VA,15,17
167,VA0430100,2008,motor-vehicle-theft,VA,115,571
168,VA0430100,2009,rape-legacy,VA,19,32
169,VA0430100,2009,aggravated-assault,VA,131,190
170,VA0430100,2009,arson,VA,16,73
171,VA0430100,2009,burglary,VA,449,1480
172,VA0430100,2009,homicide,VA,11,13
173,VA0430100,2009,violent-crime,VA,305,506
174,VA0430100,2009,robbery,VA,144,271
175,VA0430100,2009,rape,VA,0,0
176,VA0430100,2009,property-crime,VA,2578,8526
177,VA0430100,2009,motor-vehicle-theft,VA,109,443
178,VA0430100,2009,larceny,VA,2020,6603
179,VA0430100,2009,human-trafficing,VA,0,0
180,VA0430100,2010,aggravated-assault,VA,154,210
181,VA0430100,2010,burglary,VA,366,1206
182,VA0430100,2010,homicide,VA,15,12
183,VA0430100,2010,human-trafficing,VA,0,0
184,VA0430100,2010,larceny,VA,1904,6110
185,VA0430100,2010,motor-vehicle-theft,VA,80,358
186,VA0430100,2010,property-crime,VA,2350,7674
187,VA0430100,2010,rape,VA,0,0
188,VA0430100,2010,rape-legacy,VA,25,28
189,VA0430100,2010,robbery,VA,129,249
190,VA0430100,2010,violent-crime,VA,323,499
191,VA0430100,2010,arson,VA,22,94
192,VA0430100,2011,violent-crime,VA,272,436
193,VA0430100,2011,aggravated-assault,VA,122,164
194,VA0430100,2011,arson,VA,22,95
195,VA0430100,2011,burglary,VA,378,1282
196,VA0430100,2011,homicide,VA,7,12
197,VA0430100,2011,human-trafficing,VA,0,0
198,VA0430100,2011,larceny,VA,1915,6043
199,VA0430100,2011,motor-vehicle-theft,VA,71,375
200,VA0430100,2011,property-crime,VA,2364,7700
201,VA0430100,2011,rape,VA,0,0
202,VA0430100,2011,rape-legacy,VA,27,32
203,VA0430100,2011,robbery,VA,116,228
204,VA0430100,2012,robbery,VA,51,226
205,VA0430100,2012,violent-crime,VA,159,556
206,VA0430100,2012,rape-legacy,VA,10,21
207,VA0430100,2012,rape,VA,0,0
208,VA0430100,2012,property-crime,VA,1461,7814
209,VA0430100,2012,motor-vehicle-theft,VA,44,380
210,VA0430100,2012,larceny,VA,1207,6258
211,VA0430100,2012,human-trafficing,VA,0,0
212,VA0430100,2012,homicide,VA,6,14
213,VA0430100,2012,burglary,VA,210,1176
214,VA0430100,2012,arson,VA,8,57
215,VA0430100,2012,aggravated-assault,VA,92,295
216,VA0430100,2013,burglary,VA,167,1091
217,VA0430100,2013,homicide,VA,4,13
218,VA0430100,2013,human-trafficing,VA,0,0
219,VA0430100,2013,larceny,VA,1270,6282
220,VA0430100,2013,motor-vehicle-theft,VA,35,360
221,VA0430100,2013,property-crime,VA,1472,7733
222,VA0430100,2013,rape,VA,27,35
223,VA0430100,2013,rape-legacy,VA,0,0
224,VA0430100,2013,robbery,VA,54,198
225,VA0430100,2013,violent-crime,VA,206,588
226,VA0430100,2013,aggravated-assault,VA,121,342
227,VA0430100,2013,arson,VA,6,30
228,VA0430100,2014,robbery,VA,46,183
229,VA0430100,2014,rape,VA,19,28
230,VA0430100,2014,property-crime,VA,1273,7818
231,VA0430100,2014,motor-vehicle-theft,VA,35,295
232,VA0430100,2014,larceny,VA,1115,6410
233,VA0430100,2014,human-trafficing,VA,0,0
234,VA0430100,2014,homicide,VA,5,10
235,VA0430100,2014,burglary,VA,123,1113
236,VA0430100,2014,arson,VA,10,60
237,VA0430100,2014,aggravated-assault,VA,106,281
238,VA0430100,2014,violent-crime,VA,176,502
239,VA0430100,2014,rape-legacy,VA,0,0
240,VA0430100,2015,motor-vehicle-theft,VA,43,331
241,VA0430100,2015,rape,VA,26,30
242,VA0430100,2015,rape-legacy,VA,0,0
243,VA0430100,2015,robbery,VA,96,178
244,VA0430100,2015,violent-crime,VA,288,473
245,VA0430100,2015,human-trafficing,VA,0,0
246,VA0430100,2015,homicide,VA,10,12
247,VA0430100,2015,burglary,VA,302,1245
248,VA0430100,2015,arson,VA,12,36
249,VA0430100,2015,aggravated-assault,VA,156,253
250,VA0430100,2015,larceny,VA,1674,6525
251,VA0430100,2015,property-crime,VA,2019,8101
252,VA0430100,2016,rape-legacy,VA,0,0
253,VA0430100,2016,robbery,VA,132,204
254,VA0430100,2016,violent-crime,VA,403,618
255,VA0430100,2016,aggravated-assault,VA,218,356
256,VA0430100,2016,rape,VA,33,42
257,VA0430100,2016,property-crime,VA,2156,8107
258,VA0430100,2016,motor-vehicle-theft,VA,66,486
259,VA0430100,2016,larceny,VA,1766,6472
260,VA0430100,2016,human-trafficing,VA,0,0
261,VA0430100,2016,arson,VA,6,22
262,VA0430100,2016,burglary,VA,324,1149
263,VA0430100,2016,homicide,VA,20,16
264,VA0430100,2017,burglary,VA,217,799
265,VA0430100,2017,property-crime,VA,1816,7704
266,VA0430100,2017,motor-vehicle-theft,VA,86,516
267,VA0430100,2017,larceny,VA,1513,6389
268,VA0430100,2017,rape,VA,50,61
269,VA0430100,2017,rape-legacy,VA,38,47
270,VA0430100,2017,robbery,VA,104,159
271,VA0430100,2017,human-trafficing,VA,0,0
272,VA0430100,2017,homicide,VA,19,25
273,VA0430100,2017,arson,VA,8,27
274,VA0430100,2017,aggravated-assault,VA,218,307
275,VA0430100,2017,violent-crime,VA,429,599
276,VA0430100,2018,property-crime,VA,1794,7548
277,VA0430100,2018,rape,VA,32,41
278,VA0430100,2018,rape-legacy,VA,24,33
279,VA0430100,2018,homicide,VA,8,12
280,VA0430100,2018,burglary,VA,170,657
281,VA0430100,2018,arson,VA,8,29
282,VA0430100,2018,aggravated-assault,VA,229,344
283,VA0430100,2018,violent-crime,VA,363,546
284,VA0430100,2018,motor-vehicle-theft,VA,83,550
285,VA0430100,2018,larceny,VA,1541,6341
286,VA0430100,2018,human-trafficing,VA,0,0
287,VA0430100,2018,robbery,VA,70,116
288,VA0430100,2019,rape-legacy,VA,25,30
289,VA0430100,2019,aggravated-assault,VA,210,287
290,VA0430100,2019,arson,VA,7,17
291,VA0430100,2019,burglary,VA,164,561
292,VA0430100,2019,homicide,VA,12,7
293,VA0430100,2019,human-trafficing,VA,0,0
294,VA0430100,2019,larceny,VA,1893,6833
295,VA0430100,2019,motor-vehicle-theft,VA,70,493
296,VA0430100,2019,property-crime,VA,2127,7887
297,VA0430100,2019,rape,VA,36,42
298,VA0430100,2019,robbery,VA,58,120
299,VA0430100,2019,violent-crime,VA,341,486
0,VA0750300,1995,human-trafficing,VA,0,0
1,VA0750300,1995,violent-crime,VA,390,637
2,VA0750300,1995,robbery,VA,72,198
3,VA0750300,1995,rape-legacy,VA,54,73
4,VA0750300,1995,rape,VA,0,0
5,VA0750300,1995,property-crime,VA,1414,9030
6,VA0750300,1995,motor-vehicle-theft,VA,114,612
7,VA0750300,1995,larceny,VA,1002,7001
8,VA0750300,1995,homicide,VA,10,12
9,VA0750300,1995,burglary,VA,298,1417
10,VA0750300,1995,arson,VA,18,89
11,VA0750300,1995,aggravated-assault,VA,254,354
12,VA0750300,1996,violent-crime,VA,340,608
13,VA0750300,1996,homicide,VA,3,3
14,VA0750300,1996,human-trafficing,VA,0,0
15,VA0750300,1996,arson,VA,14,72
16,VA0750300,1996,larceny,VA,985,6129
17,VA0750300,1996,aggravated-assault,VA,219,336
18,VA0750300,1996,motor-vehicle-theft,VA,130,618
19,VA0750300,1996,property-crime,VA,1322,8048
20,VA0750300,1996,rape,VA,0,0
21,VA0750300,1996,burglary,VA,207,1301
22,VA0750300,1996,rape-legacy,VA,54,76
23,VA0750300,1996,robbery,VA,64,193
24,VA0750300,1997,homicide,VA,2,2
25,VA0750300,1997,robbery,VA,83,241
26,VA0750300,1997,violent-crime,VA,327,571
27,VA0750300,1997,rape-legacy,VA,47,69
28,VA0750300,1997,rape,VA,0,0
29,VA0750300,1997,property-crime,VA,1432,7831
30,VA0750300,1997,motor-vehicle-theft,VA,131,647
31,VA0750300,1997,larceny,VA,958,5827
32,VA0750300,1997,human-trafficing,VA,0,0
33,VA0750300,1997,burglary,VA,343,1357
34,VA0750300,1997,arson,VA,18,75
35,VA0750300,1997,aggravated-assault,VA,195,259
36,VA0750300,1998,aggravated-assault,VA,264,335
37,VA0750300,1998,burglary,VA,258,1168
38,VA0750300,1998,homicide,VA,7,7
39,VA0750300,1998,human-trafficing,VA,0,0
40,VA0750300,1998,larceny,VA,1047,5756
41,VA0750300,1998,rape,VA,0,0
42,VA0750300,1998,rape-legacy,VA,61,84
43,VA0750300,1998,robbery,VA,66,211
44,VA0750300,1998,violent-crime,VA,398,637
45,VA0750300,1998,arson,VA,16,86
46,VA0750300,1998,motor-vehicle-theft,VA,131,573
47,VA0750300,1998,property-crime,VA,1436,7497
48,VA0750300,1999,burglary,VA,201,1013
49,VA0750300,1999,property-crime,VA,1383,7350
50,VA0750300,1999,motor-vehicle-theft,VA,108,541
51,VA0750300,1999,rape,VA,0,0
52,VA0750300,1999,arson,VA,19,66
53,VA0750300,1999,violent-crime,VA,382,608
54,VA0750300,1999,robbery,VA,83,220
55,VA0750300,1999,rape-legacy,VA,26,34
56,VA0750300,1999,larceny,VA,1074,5796
57,VA0750300,1999,human-trafficing,VA,0,0
58,VA0750300,1999,aggravated-assault,VA,261,340
59,VA0750300,1999,homicide,VA,12,14
60,VA0750300,2000,motor-vehicle-theft,VA,149,650
61,VA0750300,2000,aggravated-assault,VA,217,304
62,VA0750300,2000,arson,VA,0,0
63,VA0750300,2000,burglary,VA,141,907
64,VA0750300,2000,homicide,VA,6,6
65,VA0750300,2000,human-trafficing,VA,0,0
66,VA0750300,2000,larceny,VA,792,5510
67,VA0750300,2000,property-crime,VA,1082,7067
68,VA0750300,2000,rape,VA,0,0
69,VA0750300,2000,rape-legacy,VA,37,67
70,VA0750300,2000,robbery,VA,41,177
71,VA0750300,2000,violent-crime,VA,301,554
72,VA0750300,2001,rape-legacy,VA,32,58
73,VA0750300,2001,violent-crime,VA,340,602
74,VA0750300,2001,rape,VA,0,0
75,VA0750300,2001,property-crime,VA,1092,7615
76,VA0750300,2001,robbery,VA,46,173
77,VA0750300,2001,motor-vehicle-theft,VA,92,726
78,VA0750300,2001,larceny,VA,803,5796
79,VA0750300,2001,human-trafficing,VA,0,0
80,VA0750300,2001,homicide,VA,9,12
81,VA0750300,2001,burglary,VA,197,1093
82,VA0750300,2001,arson,VA,19,79
83,VA0750300,2001,aggravated-assault,VA,253,359
84,VA0750300,2002,arson,VA,10,83
85,VA0750300,2002,homicide,VA,4,5
86,VA0750300,2002,burglary,VA,147,1009
87,VA0750300,2002,human-trafficing,VA,0,0
88,VA0750300,2002,aggravated-assault,VA,234,366
89,VA0750300,2002,larceny,VA,781,5735
90,VA0750300,2002,motor-vehicle-theft,VA,63,692
91,VA0750300,2002,property-crime,VA,991,7436
92,VA0750300,2002,rape,VA,0,0
93,VA0750300,2002,rape-legacy,VA,26,43
94,VA0750300,2002,robbery,VA,55,190
95,VA0750300,2002,violent-crime,VA,319,604
96,VA0750300,2003,human-trafficing,VA,0,0
97,VA0750300,2003,robbery,VA,69,196
98,VA0750300,2003,homicide,VA,9,9
99,VA0750300,2003,burglary,VA,178,967
100,VA0750300,2003,aggravated-assault,VA,208,302
101,VA0750300,2003,arson,VA,8,80
102,VA0750300,2003,violent-crime,VA,309,538
103,VA0750300,2003,rape-legacy,VA,23,31
104,VA0750300,2003,rape,VA,0,0
105,VA0750300,2003,property-crime,VA,1262,7248
106,VA0750300,2003,motor-vehicle-theft,VA,131,779
107,VA0750300,2003,larceny,VA,953,5502
108,VA0750300,2004,motor-vehicle-theft,VA,112,836
109,VA0750300,2004,larceny,VA,1054,5971
110,VA0750300,2004,human-trafficing,VA,0,0
111,VA0750300,2004,homicide,VA,4,5
112,VA0750300,2004,burglary,VA,158,1056
113,VA0750300,2004,arson,VA,6,58
114,VA0750300,2004,aggravated-assault,VA,205,303
115,VA0750300,2004,property-crime,VA,1324,7863
116,VA0750300,2004,rape,VA,0,0
117,VA0750300,2004,rape-legacy,VA,16,29
118,VA0750300,2004,robbery,VA,55,209
119,VA0750300,2004,violent-crime,VA,280,546
120,VA0750300,2005,violent-crime,VA,337,620
121,VA0750300,2005,robbery,VA,66,249
122,VA0750300,2005,rape-legacy,VA,13,17
123,VA0750300,2005,rape,VA,0,0
124,VA0750300,2005,property-crime,VA,1358,7571
125,VA0750300,2005,motor-vehicle-theft,VA,93,616
126,VA0750300,2005,aggravated-assault,VA,251,344
127,VA0750300,2005,arson,VA,8,91
128,VA0750300,2005,burglary,VA,201,1151
129,VA0750300,2005,homicide,VA,7,10
130,VA0750300,2005,human-trafficing,VA,0,0
131,VA0750300,2005,larceny,VA,1064,5804
132,VA0750300,2006,homicide,VA,9,14
133,VA0750300,2006,larceny,VA,909,5393
134,VA0750300,2006,aggravated-assault,VA,300,398
135,VA0750300,2006,motor-vehicle-theft,VA,88,667
136,VA0750300,2006,arson,VA,6,85
137,VA0750300,2006,burglary,VA,234,1420
138,VA0750300,2006,property-crime,VA,1231,7480
139,VA0750300,2006,rape,VA,0,0
140,VA0750300,2006,rape-legacy,VA,16,33
141,VA0750300,2006,robbery,VA,104,369
142,VA0750300,2006,violent-crime,VA,429,814
143,VA0750300,2006,human-trafficing,VA,0,0
144,VA0750300,2007,rape-legacy,VA,15,25
145,VA0750300,2007,property-crime,VA,1385,7169
146,VA0750300,2007,violent-crime,VA,352,631
147,VA0750300,2007,robbery,VA,84,277
148,VA0750300,2007,aggravated-assault,VA,248,320
149,VA0750300,2007,arson,VA,4,107
150,VA0750300,2007,burglary,VA,219,1017
151,VA0750300,2007,homicide,VA,5,9
152,VA0750300,2007,human-trafficing,VA,0,0
153,VA0750300,2007,larceny,VA,1086,5533
154,VA0750300,2007,motor-vehicle-theft,VA,80,619
155,VA0750300,2007,rape,VA,0,0
156,VA0750300,2008,violent-crime,VA,324,570
157,VA0750300,2008,property-crime,VA,1733,7582
158,VA0750300,2008,rape,VA,0,0
159,VA0750300,2008,motor-vehicle-theft,VA,137,631
160,VA0750300,2008,burglary,VA,312,1083
161,VA0750300,2008,arson,VA,13,103
162,VA0750300,2008,aggravated-assault,VA,185,267
163,VA0750300,2008,human-trafficing,VA,0,0
164,VA0750300,2008,larceny,VA,1284,5868
165,VA0750300,2008,homicide,VA,15,12
166,VA0750300,2008,rape-legacy,VA,20,30
167,VA0750300,2008,robbery,VA,104,261
168,VA0750300,2009,violent-crime,VA,338,661
169,VA0750300,2009,rape,VA,0,0
170,VA0750300,2009,robbery,VA,87,266
171,VA0750300,2009,property-crime,VA,1739,7396
172,VA0750300,2009,aggravated-assault,VA,197,340
173,VA0750300,2009,arson,VA,7,48
174,VA0750300,2009,burglary,VA,242,1037
175,VA0750300,2009,homicide,VA,10,10
176,VA0750300,2009,larceny,VA,1404,5844
177,VA0750300,2009,human-trafficing,VA,0,0
178,VA0750300,2009,motor-vehicle-theft,VA,93,515
179,VA0750300,2009,rape-legacy,VA,44,45
180,VA0750300,2010,arson,VA,8,29
181,VA0750300,2010,burglary,VA,167,1020
182,VA0750300,2010,aggravated-assault,VA,227,344
183,VA0750300,2010,homicide,VA,8,9
184,VA0750300,2010,human-trafficing,VA,0,0
185,VA0750300,2010,larceny,VA,1206,5984
186,VA0750300,2010,motor-vehicle-theft,VA,69,446
187,VA0750300,2010,property-crime,VA,1442,7450
188,VA0750300,2010,rape,VA,0,0
189,VA0750300,2010,rape-legacy,VA,32,39
190,VA0750300,2010,robbery,VA,86,228
191,VA0750300,2010,violent-crime,VA,353,620
192,VA0750300,2011,violent-crime,VA,336,542
193,VA0750300,2011,larceny,VA,1469,5635
194,VA0750300,2011,human-trafficing,VA,0,0
195,VA0750300,2011,homicide,VA,4,3
196,VA0750300,2011,burglary,VA,214,972
197,VA0750300,2011,arson,VA,11,30
198,VA0750300,2011,aggravated-assault,VA,199,312
199,VA0750300,2011,robbery,VA,83,179
200,VA0750300,2011,rape-legacy,VA,50,48
201,VA0750300,2011,rape,VA,0,0
202,VA0750300,2011,property-crime,VA,1782,7002
203,VA0750300,2011,motor-vehicle-theft,VA,99,395
204,VA0750300,2012,motor-vehicle-theft,VA,51,361
205,VA0750300,2012,aggravated-assault,VA,266,367
206,VA0750300,2012,violent-crime,VA,393,630
207,VA0750300,2012,robbery,VA,78,213
208,VA0750300,2012,rape-legacy,VA,47,48
209,VA0750300,2012,rape,VA,0,0
210,VA0750300,2012,property-crime,VA,1642,6846
211,VA0750300,2012,larceny,VA,1346,5551
212,VA0750300,2012,human-trafficing,VA,0,0
213,VA0750300,2012,homicide,VA,2,2
214,VA0750300,2012,burglary,VA,245,934
215,VA0750300,2012,arson,VA,15,51
216,VA0750300,2013,aggravated-assault,VA,239,364
217,VA0750300,2013,violent-crime,VA,389,689
218,VA0750300,2013,robbery,VA,83,244
219,VA0750300,2013,rape-legacy,VA,0,0
220,VA0750300,2013,rape,VA,63,75
221,VA0750300,2013,property-crime,VA,1530,6480
222,VA0750300,2013,motor-vehicle-theft,VA,66,315
223,VA0750300,2013,larceny,VA,1253,5480
224,VA0750300,2013,human-trafficing,VA,0,0
225,VA0750300,2013,homicide,VA,4,6
226,VA0750300,2013,burglary,VA,211,685
227,VA0750300,2013,arson,VA,4,14
228,VA0750300,2014,homicide,VA,7,7
229,VA0750300,2014,aggravated-assault,VA,329,462
230,VA0750300,2014,arson,VA,8,19
231,VA0750300,2014,burglary,VA,154,645
232,VA0750300,2014,human-trafficing,VA,0,0
233,VA0750300,2014,larceny,VA,1174,4965
234,VA0750300,2014,motor-vehicle-theft,VA,62,291
235,VA0750300,2014,property-crime,VA,1390,5901
236,VA0750300,2014,rape,VA,82,99
237,VA0750300,2014,rape-legacy,VA,0,0
238,VA0750300,2014,robbery,VA,92,205
239,VA0750300,2014,violent-crime,VA,510,773
240,VA0750300,2015,homicide,VA,5,10
241,VA0750300,2015,burglary,VA,133,619
242,VA0750300,2015,arson,VA,3,14
243,VA0750300,2015,aggravated-assault,VA,329,481
244,VA0750300,2015,rape-legacy,VA,0,0
245,VA0750300,2015,violent-crime,VA,505,780
246,VA0750300,2015,robbery,VA,89,212
247,VA0750300,2015,property-crime,VA,1368,5555
248,VA0750300,2015,rape,VA,82,77
249,VA0750300,2015,motor-vehicle-theft,VA,62,314
250,VA0750300,2015,larceny,VA,1173,4622
251,VA0750300,2015,human-trafficing,VA,0,0
252,VA0750300,2016,rape,VA,57,86
253,VA0750300,2016,property-crime,VA,1179,5281
254,VA0750300,2016,motor-vehicle-theft,VA,61,336
255,VA0750300,2016,larceny,VA,991,4378
256,VA0750300,2016,human-trafficing,VA,0,0
257,VA0750300,2016,homicide,VA,27,22
258,VA0750300,2016,burglary,VA,127,567
259,VA0750300,2016,arson,VA,6,14
260,VA0750300,2016,aggravated-assault,VA,334,537
261,VA0750300,2016,violent-crime,VA,504,887
262,VA0750300,2016,rape-legacy,VA,0,0
263,VA0750300,2016,robbery,VA,86,242
264,VA0750300,2017,motor-vehicle-theft,VA,63,407
265,VA0750300,2017,arson,VA,18,44
266,VA0750300,2017,burglary,VA,96,502
